Stations = {
  <"POGO", 1, 13>,  // station name, station id, number of antennas
  <"329",9,44940,721,49740>,
  <"329A",10,46500,1115,51300>,
  <"329A",6,46500,1115,51300>,
  <"329A",9,46500,1115,51300>,
  <"329B",10,45720,1191,50520>,
  <"329B",6,45720,1191,50520>,
  <"329B",9,45720,1191,50520>,
  <"330",2,45180,892,49980>,
  <"330",3,45180,892,49980>,
  <"330",7,45180,892,49980>,
  <"330",8,45180,892,49980>,
  <"330A",2,47880,861,52680>,
  <"330A",3,47880,861,52680>,
  <"330A",7,47880,861,52680>,
  <"330A",8,47880,861,52680>,
  <"330B",2,48240,851,53040>,
  <"330B",3,48240,851,53040>,
  <"330B",7,48240,851,53040>,
  <"330B",8,48240,851,53040>,
  <"331",6,44940,1159,49740>,
  <"331",9,44940,1159,49740>,
  <"331A",6,45060,832,49860>,
  <"331A",9,45060,832,49860>,
  <"331B",6,46800,811,51600>,
  <"331B",9,46800,811,51600>,
  <"332",7,43740,1301,50640>,
  <"332",9,43740,1301,50640>,
  <"332A",7,45240,1127,52140>,
  <"332A",9,45240,1127,52140>,
  <"332B",7,45060,1276,51960>,
  <"332B",9,45060,1276,51960>,
  <"333",6,46800,1363,53700>,
  <"333",9,46800,1363,53700>,
  <"333A",6,47280,1461,54180>,
  <"333A",9,47280,1461,54180>,
  <"333B",6,49560,980,56460>,
  <"333B",9,49560,980,56460>,
  <"334",11,45000,1093,46800>,
  <"334",7,45000,1093,46800>,
  <"334",9,45000,1093,46800>,
  <"334A",11,48480,1040,50280>,
  <"334A",7,48480,1040,50280>,
  <"334A",9,48480,1040,50280>,
  <"334B",11,46920,1475,48720>,
  <"334B",7,46920,1475,48720>,
  <"334B",9,46920,1475,48720>,
  <"335",10,46620,1045,51420>,
  <"335",5,46620,1045,51420>,
  <"335",6,46620,1045,51420>,
  <"335A",10,48600,1117,53400>,
  <"335A",5,48600,1117,53400>,
  <"335A",6,48600,1117,53400>,
  <"335B",10,47880,884,52680>,
  <"335B",5,47880,884,52680>,
  <"335B",6,47880,884,52680>,
  <"336",2,44940,1403,49440>,
  <"336",3,44940,1403,49440>,
  <"336",7,44940,1403,49440>,
  <"336",8,44940,1403,49440>,
  <"336A",2,48000,1306,52500>,
  <"336A",3,48000,1306,52500>,
  <"336A",7,48000,1306,52500>,
  <"336A",8,48000,1306,52500>,
  <"336B",2,47640,1377,52140>,
  <"336B",3,47640,1377,52140>,
  <"336B",7,47640,1377,52140>,
  <"336B",8,47640,1377,52140>,
  <"337",10,46680,977,49980>,
  <"337",6,46680,977,49980>,
  <"337",9,46680,977,49980>,
  <"337A",10,47940,809,51240>,
  <"337A",6,47940,809,51240>,
  <"337A",9,47940,809,51240>,
  <"337B",10,49260,993,52560>,
  <"337B",6,49260,993,52560>,
  <"337B",9,49260,993,52560>,
  <"338",1,44880,1298,51780>,
  <"338",5,44880,1298,51780>,
  <"338",6,44880,1298,51780>,
  <"338",8,44880,1298,51780>,
  <"338A",1,47340,1073,54240>,
  <"338A",5,47340,1073,54240>,
  <"338A",6,47340,1073,54240>,
  <"338A",8,47340,1073,54240>,
  <"338B",1,46380,1453,53280>,
  <"338B",5,46380,1453,53280>,
  <"338B",6,46380,1453,53280>,
  <"338B",8,46380,1453,53280>,
  <"339",1,48240,2247,52440>,
  <"339",3,48240,2247,52440>,
  <"339",5,48240,2247,52440>,
  <"339",6,48240,2247,52440>,
  <"339",8,48240,2247,52440>,
  <"339A",1,49020,1702,53220>,
  <"339A",3,49020,1702,53220>,
  <"339A",5,49020,1702,53220>,
  <"339A",6,49020,1702,53220>,
  <"339A",8,49020,1702,53220>,
  <"339B",1,50460,1971,54660>,
  <"339B",3,50460,1971,54660>,
  <"339B",5,50460,1971,54660>,
  <"339B",6,50460,1971,54660>,
  <"339B",8,50460,1971,54660>,
  <"340",10,48420,1169,52920>,
  <"340",5,48420,1169,52920>,
  <"340",6,48420,1169,52920>,
  <"340A",10,50640,1488,55140>,
  <"340A",5,50640,1488,55140>,
  <"340A",6,50640,1488,55140>,
  <"340B",10,48960,1122,53460>,
  <"340B",5,48960,1122,53460>,
  <"340B",6,48960,1122,53460>,
  <"341",1,50160,1712,53160>,
  <"341",3,50160,1712,53160>,
  <"341",13,50160,1712,53160>,
  <"341",5,50160,1712,53160>,
  <"341",6,50160,1712,53160>,
  <"341",8,50160,1712,53160>,
  <"341A",1,53700,1454,56700>,
  <"341A",3,53700,1454,56700>,
  <"341A",13,53700,1454,56700>,
  <"341A",5,53700,1454,56700>,
  <"341A",6,53700,1454,56700>,
  <"341A",8,53700,1454,56700>,
  <"341B",1,52980,1479,55980>,
  <"341B",3,52980,1479,55980>,
  <"341B",13,52980,1479,55980>,
  <"341B",5,52980,1479,55980>,
  <"341B",6,52980,1479,55980>,
  <"341B",8,52980,1479,55980>,
  <"342",1,47520,679,49920>,
  <"342",10,47520,679,52320>,
  <"342",5,47520,679,52320>,
  <"342",6,47520,679,52320>,
  <"342",8,47520,679,52320>,
  <"342A",1,49140,776,51540>,
  <"342A",10,49140,776,53940>,
  <"342A",5,49140,776,53940>,
  <"342A",6,49140,776,53940>,
  <"342A",8,49140,776,53940>,
  <"342B",1,49200,1023,51600>,
  <"342B",10,49200,1023,54000>,
  <"342B",5,49200,1023,54000>,
  <"342B",6,49200,1023,54000>,
  <"342B",8,49200,1023,54000>,
  <"343",6,49860,1118,54660>,
  <"343",9,49860,1118,54660>,
  <"343A",6,52860,1009,57660>,
  <"343A",9,52860,1009,57660>,
  <"343B",6,50220,1162,55020>,
  <"343B",9,50220,1162,55020>,
  <"344",5,50820,1763,53820>,
  <"344",6,50820,1763,53820>,
  <"344",9,50820,1763,53820>,
  <"344A",5,52680,1029,55680>,
  <"344A",6,52680,1029,55680>,
  <"344A",9,52680,1029,55680>,
  <"344B",5,53520,1187,56520>,
  <"344B",6,53520,1187,56520>,
  <"344B",9,53520,1187,56520>,
  <"345",1,49320,1340,52320>,
  <"345",11,49320,1340,52320>,
  <"345",5,49320,1340,51480>,
  <"345",6,49320,1340,52320>,
  <"345",9,49320,1340,52320>,
  <"345A",1,50760,1673,53760>,
  <"345A",11,50760,1673,53760>,
  <"345A",5,50760,1673,52920>,
  <"345A",6,50760,1673,53760>,
  <"345A",9,50760,1673,53760>,
  <"345B",1,52680,1713,55680>,
  <"345B",11,52680,1713,55680>,
  <"345B",5,52680,1713,54840>,
  <"345B",6,52680,1713,55680>,
  <"345B",9,52680,1713,55680>,
  <"346",10,52080,651,56880>,
  <"346",6,52080,651,56880>,
  <"346",9,52080,651,56880>,
  <"346A",10,52680,906,57480>,
  <"346A",6,52680,906,57480>,
  <"346A",9,52680,906,57480>,
  <"346B",10,54660,916,59460>,
  <"346B",6,54660,916,59460>,
  <"346B",9,54660,916,59460>,
  <"347",2,49980,792,54480>,
  <"347",3,49980,792,54480>,
  <"347",5,49980,792,54480>,
  <"347",8,49980,792,54480>,
  <"347A",2,50100,1033,54600>,
  <"347A",3,50100,1033,54600>,
  <"347A",5,50100,1033,54600>,
  <"347A",8,50100,1033,54600>,
  <"347B",2,51060,955,55560>,
  <"347B",3,51060,955,55560>,
  <"347B",5,51060,955,55560>,
  <"347B",8,51060,955,55560>,
  <"348",10,52680,1133,55980>,
  <"348",6,52680,1133,55980>,
  <"348",9,52680,1133,55980>,
  <"348A",10,53820,1460,57120>,
  <"348A",6,53820,1460,57120>,
  <"348A",9,53820,1460,57120>,
  <"348B",10,55680,1208,58980>,
  <"348B",6,55680,1208,58980>,
  <"348B",9,55680,1208,58980>,
  <"349",2,51000,1296,55500>,
  <"349",3,51000,1296,55500>,
  <"349",10,51000,1296,55500>,
  <"349",5,51000,1296,55500>,
  <"349",8,51000,1296,55500>,
  <"349A",2,51540,1259,56040>,
  <"349A",3,51540,1259,56040>,
  <"349A",10,51540,1259,56040>,
  <"349A",5,51540,1259,56040>,
  <"349A",8,51540,1259,56040>,
  <"349B",2,51540,796,56040>,
  <"349B",3,51540,796,56040>,
  <"349B",10,51540,796,56040>,
  <"349B",5,51540,796,56040>,
  <"349B",8,51540,796,56040>,
  <"350",1,52140,969,54840>,
  <"350",3,52140,969,54840>,
  <"350",5,52140,969,54840>,
  <"350",6,52140,969,54840>,
  <"350",8,52140,969,54840>,
  <"350A",1,54540,981,57240>,
  <"350A",3,54540,981,57240>,
  <"350A",5,54540,981,57240>,
  <"350A",6,54540,981,57240>,
  <"350A",8,54540,981,57240>,
  <"350B",1,52380,1151,55080>,
  <"350B",3,52380,1151,55080>,
  <"350B",5,52380,1151,55080>,
  <"350B",6,52380,1151,55080>,
  <"350B",8,52380,1151,55080>,
  <"351",1,51300,1475,56700>,
  <"351",6,51300,1475,56700>,
  <"351",7,51300,1475,55380>,
  <"351",9,51300,1475,56700>,
  <"351A",1,52080,1438,57480>,
  <"351A",6,52080,1438,57480>,
  <"351A",7,52080,1438,56160>,
  <"351A",9,52080,1438,57480>,
  <"351B",1,51900,1098,57300>,
  <"351B",6,51900,1098,57300>,
  <"351B",7,51900,1098,55980>,
  <"351B",9,51900,1098,57300>,
  <"352",2,54000,1645,59400>,
  <"352",3,54000,1645,59400>,
  <"352",5,54000,1645,59400>,
  <"352",7,54000,1645,59400>,
  <"352",8,54000,1645,59400>,
  <"352A",2,56640,1785,62040>,
  <"352A",3,56640,1785,62040>,
  <"352A",5,56640,1785,62040>,
  <"352A",7,56640,1785,62040>,
  <"352A",8,56640,1785,62040>,
  <"352B",2,55080,948,60480>,
  <"352B",3,55080,948,60480>,
  <"352B",5,55080,948,60480>,
  <"352B",7,55080,948,60480>,
  <"352B",8,55080,948,60480>,
  <"353",1,52740,1308,55740>,
  <"353",13,52740,1308,55740>,
  <"353",5,52740,1308,55740>,
  <"353",6,52740,1308,55740>,
  <"353",8,52740,1308,55740>,
  <"353A",1,52740,1463,55740>,
  <"353A",13,52740,1463,55740>,
  <"353A",5,52740,1463,55740>,
  <"353A",6,52740,1463,55740>,
  <"353A",8,52740,1463,55740>,
  <"353B",1,53700,1365,56700>,
  <"353B",13,53700,1365,56700>,
  <"353B",5,53700,1365,56700>,
  <"353B",6,53700,1365,56700>,
  <"353B",8,53700,1365,56700>,
  <"354",10,51600,744,56400>,
  <"354",5,51600,744,56400>,
  <"354",6,51600,744,56400>,
  <"354",8,51600,744,56400>,
  <"354A",10,52920,960,57720>,
  <"354A",5,52920,960,57720>,
  <"354A",6,52920,960,57720>,
  <"354A",8,52920,960,57720>,
  <"354B",10,52140,717,56940>,
  <"354B",5,52140,717,56940>,
  <"354B",6,52140,717,56940>,
  <"354B",8,52140,717,56940>,
  <"355",2,52860,973,59760>,
  <"355",3,52860,973,59760>,
  <"355",7,52860,973,59760>,
  <"355",8,52860,973,59760>,
  <"355A",2,54240,827,61140>,
  <"355A",3,54240,827,61140>,
  <"355A",7,54240,827,61140>,
  <"355A",8,54240,827,61140>,
  <"355B",2,54540,753,61440>,
  <"355B",3,54540,753,61440>,
  <"355B",7,54540,753,61440>,
  <"355B",8,54540,753,61440>,
  <"356",2,54360,1148,58860>,
  <"356",3,54360,1148,58860>,
  <"356",10,54360,1148,58860>,
  <"356",7,54360,1148,58860>,
  <"356",8,54360,1148,58860>,
  <"356A",2,57720,1342,62220>,
  <"356A",3,57720,1342,62220>,
  <"356A",10,57720,1342,62220>,
  <"356A",7,57720,1342,62220>,
  <"356A",8,57720,1342,62220>,
  <"356B",2,57480,1359,61980>,
  <"356B",3,57480,1359,61980>,
  <"356B",10,57480,1359,61980>,
  <"356B",7,57480,1359,61980>,
  <"356B",8,57480,1359,61980>,
  <"357",3,52800,1113,57600>,
  <"357",5,52800,1113,57600>,
  <"357",6,52800,1113,57600>,
  <"357",8,52800,1113,57600>,
  <"357A",3,56280,975,61080>,
  <"357A",5,56280,975,61080>,
  <"357A",6,56280,975,61080>,
  <"357A",8,56280,975,61080>,
  <"357B",3,55260,839,60060>,
  <"357B",5,55260,839,60060>,
  <"357B",6,55260,839,60060>,
  <"357B",8,55260,839,60060>,
  <"358",3,51960,2075,54900>,
  <"358",5,51960,2075,55860>,
  <"358",8,51960,2075,55860>,
  <"358A",3,52080,2066,55020>,
  <"358A",5,52080,2066,55980>,
  <"358A",8,52080,2066,55980>,
  <"358B",3,52020,2091,54960>,
  <"358B",5,52020,2091,55920>,
  <"358B",8,52020,2091,55920>,
  <"359",6,52800,1175,59700>,
  <"359",7,52800,1175,59700>,
  <"359",9,52800,1175,59700>,
  <"359A",6,54060,944,60960>,
  <"359A",7,54060,944,60960>,
  <"359A",9,54060,944,60960>,
  <"359B",6,53880,1029,60780>,
  <"359B",7,53880,1029,60780>,
  <"359B",9,53880,1029,60780>,
  <"360",2,54960,863,61860>,
  <"360",7,54960,863,61860>,
  <"360",9,54960,863,61860>,
  <"360A",2,57240,1323,64140>,
  <"360A",7,57240,1323,64140>,
  <"360A",9,57240,1323,64140>,
  <"360B",2,56340,1037,63240>,
  <"360B",7,56340,1037,63240>,
  <"360B",9,56340,1037,63240>,
  <"361",1,55800,2112,69300>,
  <"361",2,55800,2112,60720>,
  <"361",3,55800,2112,66420>,
  <"361",5,55800,2112,69300>,
  <"361",6,55800,2112,69300>,
  <"361",8,55800,2112,69300>,
  <"361A",1,57720,2952,71220>,
  <"361A",2,57720,2952,62640>,
  <"361A",3,57720,2952,68340>,
  <"361A",5,57720,2952,71220>,
  <"361A",6,57720,2952,71220>,
  <"361A",8,57720,2952,71220>,
  <"361B",1,56760,2244,70260>,
  <"361B",2,56760,2244,61680>,
  <"361B",3,56760,2244,67380>,
  <"361B",5,56760,2244,70260>,
  <"361B",6,56760,2244,70260>,
  <"361B",8,56760,2244,70260>,
  <"362",2,56400,1221,59400>,
  <"362",3,56400,1221,59400>,
  <"362",11,56400,1221,59400>,
  <"362",13,56400,1221,59400>,
  <"362",7,56400,1221,59400>,
  <"362",8,56400,1221,59400>,
  <"362A",2,57540,1772,60540>,
  <"362A",3,57540,1772,60540>,
  <"362A",11,57540,1772,60540>,
  <"362A",13,57540,1772,60540>,
  <"362A",7,57540,1772,60540>,
  <"362A",8,57540,1772,60540>,
  <"362B",2,57060,1157,60060>,
  <"362B",3,57060,1157,60060>,
  <"362B",11,57060,1157,60060>,
  <"362B",13,57060,1157,60060>,
  <"362B",7,57060,1157,60060>,
  <"362B",8,57060,1157,60060>,
  <"363",2,55680,2062,59880>,
  <"363",3,55680,2062,59880>,
  <"363",8,55980,2062,59880>,
  <"363A",2,56040,1604,60240>,
  <"363A",3,56040,1604,60240>,
  <"363A",8,56340,1604,60240>,
  <"363B",2,58140,2043,62340>,
  <"363B",3,58140,2043,62340>,
  <"363B",8,58440,2043,62340>,
  <"364",5,55680,886,60180>,
  <"364",6,55680,886,60180>,
  <"364A",5,58620,1278,63120>,
  <"364A",6,58620,1278,63120>,
  <"364B",5,56280,1236,60780>,
  <"364B",6,56280,1236,60780>,
  <"365",2,56700,1660,58800>,
  <"365",3,56700,1660,58800>,
  <"365",7,56700,1660,58800>,
  <"365A",2,57960,1827,60060>,
  <"365A",3,57960,1827,60060>,
  <"365A",7,57960,1827,60060>,
  <"365B",2,57660,1376,59760>,
  <"365B",3,57660,1376,59760>,
  <"365B",7,57660,1376,59760>,
  <"366",2,57300,1417,60600>,
  <"366",7,57300,1417,60600>,
  <"366",9,57300,1417,60600>,
  <"366A",2,58860,1581,62160>,
  <"366A",7,58860,1581,62160>,
  <"366A",9,58860,1581,62160>,
  <"366B",2,59520,1527,62820>,
  <"366B",7,59520,1527,62820>,
  <"366B",9,59520,1527,62820>,
  <"367",10,56040,1051,59340>,
  <"367",6,56040,1051,59340>,
  <"367",9,56040,1051,59340>,
  <"367A",10,58020,1231,61320>,
  <"367A",6,58020,1231,61320>,
  <"367A",9,58020,1231,61320>,
  <"367B",10,59520,896,62820>,
  <"367B",6,59520,896,62820>,
  <"367B",9,59520,896,62820>,
  <"368",1,58560,1876,72060>,
  <"368",2,58560,1876,72060>,
  <"368",3,58560,1876,72060>,
  <"368",5,58680,1876,72060>,
  <"368",6,61980,1876,72060>,
  <"368",7,58560,1876,65640>,
  <"368",8,58560,1876,72060>,
  <"368A",1,61860,2634,75360>,
  <"368A",2,61860,2634,75360>,
  <"368A",3,61860,2634,75360>,
  <"368A",5,61980,2634,75360>,
  <"368A",6,65280,2634,75360>,
  <"368A",7,61860,2634,68940>,
  <"368A",8,61860,2634,75360>,
  <"368B",1,61380,2374,74880>,
  <"368B",2,61380,2374,74880>,
  <"368B",3,61380,2374,74880>,
  <"368B",5,61500,2374,74880>,
  <"368B",6,64800,2374,74880>,
  <"368B",7,61380,2374,68460>,
  <"368B",8,61380,2374,74880>,
  <"369",5,58500,1566,60600>,
  <"369",6,58500,1566,60600>,
  <"369",9,58500,1566,60600>,
  <"369A",5,61740,2073,63840>,
  <"369A",6,61740,2073,63840>,
  <"369A",9,61740,2073,63840>,
  <"369B",5,58860,1134,60960>,
  <"369B",6,58860,1134,60960>,
  <"369B",9,58860,1134,60960>,
  <"370",1,57120,1406,60120>,
  <"370",3,57120,1406,60120>,
  <"370",5,57120,1406,60120>,
  <"370",6,57120,1406,60120>,
  <"370",8,57120,1406,60120>,
  <"370A",1,59160,1698,62160>,
  <"370A",3,59160,1698,62160>,
  <"370A",5,59160,1698,62160>,
  <"370A",6,59160,1698,62160>,
  <"370A",8,59160,1698,62160>,
  <"370B",1,59700,1206,62700>,
  <"370B",3,59700,1206,62700>,
  <"370B",5,59700,1206,62700>,
  <"370B",6,59700,1206,62700>,
  <"370B",8,59700,1206,62700>,
  <"371",6,59520,2449,67620>,
  <"371",9,59520,2449,67620>,
  <"371A",6,61380,2986,69480>,
  <"371A",9,61380,2986,69480>,
  <"371B",6,61440,4298,69540>,
  <"371B",9,61440,4298,69540>,
  <"372",6,56460,1365,60060>,
  <"372",9,56460,1365,60060>,
  <"372A",6,57360,1409,60960>,
  <"372A",9,57360,1409,60960>,
  <"372B",6,59760,962,63360>,
  <"372B",9,59760,962,63360>,
  <"373",1,58740,3312,71640>,
  <"373",2,58140,3312,66840>,
  <"373",3,58140,3312,71640>,
  <"373",5,58140,3312,71640>,
  <"373",6,60600,3312,71640>,
  <"373",8,58140,3312,71640>,
  <"373A",1,62220,1934,75120>,
  <"373A",2,61620,1934,70320>,
  <"373A",3,61620,1934,75120>,
  <"373A",5,61620,1934,75120>,
  <"373A",6,64080,1934,75120>,
  <"373A",8,61620,1934,75120>,
  <"373B",1,60840,1977,73740>,
  <"373B",2,60240,1977,68940>,
  <"373B",3,60240,1977,73740>,
  <"373B",5,60240,1977,73740>,
  <"373B",6,62700,1977,73740>,
  <"373B",8,60240,1977,73740>,
  <"374",2,56760,1020,59760>,
  <"374",3,56760,1020,59760>,
  <"374",11,56760,1020,59760>,
  <"374",13,56760,1020,59760>,
  <"374",7,56760,1020,59760>,
  <"374",8,57060,1020,59760>,
  <"374A",2,58860,1372,61860>,
  <"374A",3,58860,1372,61860>,
  <"374A",11,58860,1372,61860>,
  <"374A",13,58860,1372,61860>,
  <"374A",7,58860,1372,61860>,
  <"374A",8,59160,1372,61860>,
  <"374B",2,59940,1547,62940>,
  <"374B",3,59940,1547,62940>,
  <"374B",11,59940,1547,62940>,
  <"374B",13,59940,1547,62940>,
  <"374B",7,59940,1547,62940>,
  <"374B",8,60240,1547,62940>,
  <"375",10,57180,1128,61680>,
  <"375",6,57180,1128,61680>,
  <"375",7,57180,1128,61680>,
  <"375",9,57180,1128,61680>,
  <"375A",10,57180,1295,61680>,
  <"375A",6,57180,1295,61680>,
  <"375A",7,57180,1295,61680>,
  <"375A",9,57180,1295,61680>,
  <"375B",10,58860,1468,63360>,
  <"375B",6,58860,1468,63360>,
  <"375B",7,58860,1468,63360>,
  <"375B",9,58860,1468,63360>,
  <"376",10,57000,1457,62700>,
  <"376",6,57000,1457,62700>,
  <"376",7,57000,1457,62700>,
  <"376",9,57000,1457,62700>,
  <"376A",10,59220,1512,64920>,
  <"376A",6,59220,1512,64920>,
  <"376A",7,59220,1512,64920>,
  <"376A",9,59220,1512,64920>,
  <"376B",10,58680,1952,64380>,
  <"376B",6,58680,1952,64380>,
  <"376B",7,58680,1952,64380>,
  <"376B",9,58680,1952,64380>,
  <"377",7,58380,1559,61680>,
  <"377",9,58380,1559,61680>,
  <"377A",7,60600,1499,63900>,
  <"377A",9,60600,1499,63900>,
  <"377B",7,58680,1471,61980>,
  <"377B",9,58680,1471,61980>,
  <"378",3,58920,2055,62820>,
  <"378",5,58920,2055,62820>,
  <"378",6,58920,2055,62820>,
  <"378",8,58920,2055,62820>,
  <"378A",3,62160,1666,66060>,
  <"378A",5,62160,1666,66060>,
  <"378A",6,62160,1666,66060>,
  <"378A",8,62160,1666,66060>,
  <"378B",3,60840,1818,64740>,
  <"378B",5,60840,1818,64740>,
  <"378B",6,60840,1818,64740>,
  <"378B",8,60840,1818,64740>,
  <"379",1,59340,1067,62640>,
  <"379",3,59340,1067,62640>,
  <"379",5,59340,1067,62640>,
  <"379",6,59340,1067,62640>,
  <"379",8,59340,1067,62640>,
  <"379A",1,60480,1187,63780>,
  <"379A",3,60480,1187,63780>,
  <"379A",5,60480,1187,63780>,
  <"379A",6,60480,1187,63780>,
  <"379A",8,60480,1187,63780>,
  <"379B",1,60000,1178,63300>,
  <"379B",3,60000,1178,63300>,
  <"379B",5,60000,1178,63300>,
  <"379B",6,60000,1178,63300>,
  <"379B",8,60000,1178,63300>,
  <"380",2,60900,1081,63000>,
  <"380",3,60900,1081,63000>,
  <"380",5,60900,1081,63000>,
  <"380",8,60900,1081,63000>,
  <"380A",2,64380,1302,66480>,
  <"380A",3,64380,1302,66480>,
  <"380A",5,64380,1302,66480>,
  <"380A",8,64380,1302,66480>,
  <"380B",2,61800,1104,63900>,
  <"380B",3,61800,1104,63900>,
  <"380B",5,61800,1104,63900>,
  <"380B",8,61800,1104,63900>,
  <"381",11,58140,1516,59940>,
  <"381",7,58140,1516,59940>,
  <"381",9,58140,1516,59940>,
  <"381A",11,59640,1370,61440>,
  <"381A",7,59640,1370,61440>,
  <"381A",9,59640,1370,61440>,
  <"381B",11,59880,1132,61680>,
  <"381B",7,59880,1132,61680>,
  <"381B",9,59880,1132,61680>,
  <"382",2,60900,1443,63600>,
  <"382",3,60900,1443,63600>,
  <"382",7,60900,1443,63600>,
  <"382A",2,62760,966,65460>,
  <"382A",3,62760,966,65460>,
  <"382A",7,62760,966,65460>,
  <"382B",2,62520,958,65220>,
  <"382B",3,62520,958,65220>,
  <"382B",7,62520,958,65220>,
  <"383",5,61500,1203,68400>,
  <"383",6,61500,1203,68400>,
  <"383",8,61500,1203,68400>,
  <"383A",5,61620,1223,68520>,
  <"383A",6,61620,1223,68520>,
  <"383A",8,61620,1223,68520>,
  <"383B",5,64260,1018,71160>,
  <"383B",6,64260,1018,71160>,
  <"383B",8,64260,1018,71160>,
  <"384",1,60660,1112,62760>,
  <"384",3,60660,1112,62760>,
  <"384",11,60660,1112,62760>,
  <"384",13,60660,1112,62760>,
  <"384",5,60660,1112,62760>,
  <"384",6,60660,1112,62760>,
  <"384",8,60660,1112,62760>,
  <"384A",1,62400,2018,64500>,
  <"384A",3,62400,2018,64500>,
  <"384A",11,62400,2018,64500>,
  <"384A",13,62400,2018,64500>,
  <"384A",5,62400,2018,64500>,
  <"384A",6,62400,2018,64500>,
  <"384A",8,62400,2018,64500>,
  <"384B",1,61800,2042,63900>,
  <"384B",3,61800,2042,63900>,
  <"384B",11,61800,2042,63900>,
  <"384B",13,61800,2042,63900>,
  <"384B",5,61800,2042,63900>,
  <"384B",6,61800,2042,63900>,
  <"384B",8,61800,2042,63900>,
  <"385",7,60060,812,66960>,
  <"385",9,60060,812,66960>,
  <"385A",7,63420,857,70320>,
  <"385A",9,63420,857,70320>,
  <"385B",7,62340,1467,69240>,
  <"385B",9,62340,1467,69240>,
  <"386",10,64020,1301,67320>,
  <"386",6,64020,1301,67320>,
  <"386",9,64020,1301,67320>,
  <"386A",10,65640,1161,68940>,
  <"386A",6,65640,1161,68940>,
  <"386A",9,65640,1161,68940>,
  <"386B",10,66600,1352,69900>,
  <"386B",6,66600,1352,69900>,
  <"386B",9,66600,1352,69900>,
  <"387",2,63120,1429,67620>,
  <"387",3,63120,1429,67620>,
  <"387",10,63120,1429,67620>,
  <"387",5,63120,1429,67620>,
  <"387",8,63120,1429,67620>,
  <"387A",2,64980,936,69480>,
  <"387A",3,64980,936,69480>,
  <"387A",10,64980,936,69480>,
  <"387A",5,64980,936,69480>,
  <"387A",8,64980,936,69480>,
  <"387B",2,65280,1345,69780>,
  <"387B",3,65280,1345,69780>,
  <"387B",10,65280,1345,69780>,
  <"387B",5,65280,1345,69780>,
  <"387B",8,65280,1345,69780>,
  <"388",2,64020,740,68820>,
  <"388",3,64020,740,68820>,
  <"388",5,64020,740,68820>,
  <"388",8,64020,740,68820>,
  <"388A",2,67080,663,71880>,
  <"388A",3,67080,663,71880>,
  <"388A",5,67080,663,71880>,
  <"388A",8,67080,663,71880>,
  <"388B",2,66300,851,71100>,
  <"388B",3,66300,851,71100>,
  <"388B",5,66300,851,71100>,
  <"388B",8,66300,851,71100>,
  <"389",5,62220,1119,67020>,
  <"389",6,62220,1119,67020>,
  <"389",8,62220,1119,67020>,
  <"389A",5,63000,689,67800>,
  <"389A",6,63000,689,67800>,
  <"389A",8,63000,689,67800>,
  <"389B",5,62460,1086,67260>,
  <"389B",6,62460,1086,67260>,
  <"389B",8,62460,1086,67260>,
  <"390",1,62580,1600,66480>,
  <"390",2,62580,1600,66480>,
  <"390",3,62580,1600,66480>,
  <"390",5,62580,1600,66480>,
  <"390",8,62580,1600,66480>,
  <"390A",1,65580,1621,69480>,
  <"390A",2,65580,1621,69480>,
  <"390A",3,65580,1621,69480>,
  <"390A",5,65580,1621,69480>,
  <"390A",8,65580,1621,69480>,
  <"390B",1,65640,1583,69540>,
  <"390B",2,65640,1583,69540>,
  <"390B",3,65640,1583,69540>,
  <"390B",5,65640,1583,69540>,
  <"390B",8,65640,1583,69540>,
  <"391",2,62760,1357,64860>,
  <"391",3,62760,1357,64860>,
  <"391",5,62760,1357,64860>,
  <"391",7,62760,1357,64860>,
  <"391",8,62760,1357,64860>,
  <"391A",2,63360,1418,65460>,
  <"391A",3,63360,1418,65460>,
  <"391A",5,63360,1418,65460>,
  <"391A",7,63360,1418,65460>,
  <"391A",8,63360,1418,65460>,
  <"391B",2,65460,1209,67560>,
  <"391B",3,65460,1209,67560>,
  <"391B",5,65460,1209,67560>,
  <"391B",7,65460,1209,67560>,
  <"391B",8,65460,1209,67560>,
  <"392",2,62220,7450,69720>,
  <"392",3,62220,7450,69720>,
  <"392",5,62220,7450,69720>,
  <"392",7,62220,7450,69720>,
  <"392",8,62220,7450,69720>,
  <"392A",2,64440,6089,71940>,
  <"392A",3,64440,6089,71940>,
  <"392A",5,64440,6089,71940>,
  <"392A",7,64440,6089,71940>,
  <"392A",8,64440,6089,71940>,
  <"392B",2,62400,7084,69900>,
  <"392B",3,62400,7084,69900>,
  <"392B",5,62400,7084,69900>,
  <"392B",7,62400,7084,69900>,
  <"392B",8,62400,7084,69900>,
  <"393",2,63300,1046,66300>,
  <"393",13,64320,1046,66300>,
  <"393",7,63300,1046,66300>,
  <"393A",2,64680,1456,67680>,
  <"393A",13,65700,1456,67680>,
  <"393A",7,64680,1456,67680>,
  <"393B",2,65280,1765,68280>,
  <"393B",13,66300,1765,68280>,
  <"393B",7,65280,1765,68280>,
  <"394",10,64440,668,69240>,
  <"394",5,64440,668,69240>,
  <"394",6,64440,668,69240>,
  <"394",9,64440,668,69240>,
  <"394A",10,65820,766,70620>,
  <"394A",5,65820,766,70620>,
  <"394A",6,65820,766,70620>,
  <"394A",9,65820,766,70620>,
